Column 1,Column 2,Column 3,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
26,4,169727,9,3,13,1,5,2,0,0,40,39,0
43,4,274731,13,3,10,1,5,2,0,0,40,39,1
30,4,161572,9,3,8,6,5,1,0,0,45,39,0
38,4,48779,10,3,14,1,5,2,0,0,40,39,1
48,4,141511,14,3,4,1,5,2,0,0,40,39,1
57,4,314153,13,3,12,1,5,2,0,1887,55,39,1
30,4,168334,9,3,12,6,5,1,0,0,30,39,0
42,2,267252,14,6,4,5,3,2,0,0,45,39,1
31,6,312055,9,3,4,1,5,2,0,0,70,39,0
32,4,207937,10,5,3,2,5,2,0,0,40,39,0
28,4,232653,13,3,4,1,5,2,0,0,40,39,0
63,4,246841,9,3,6,1,5,2,0,0,40,39,0
32,4,154087,9,3,14,1,5,2,0,0,40,39,0
20,4,199011,10,5,6,4,5,2,0,0,12,39,0
51,6,205100,14,3,10,6,5,1,0,0,30,39,1
36,4,177907,13,5,8,2,5,2,2176,0,20,0,0
24,4,50400,10,3,12,1,1,2,0,0,40,39,0
41,2,97064,11,1,1,5,5,1,0,0,44,39,0
21,4,65038,9,5,7,4,5,2,0,0,40,39,0
27,4,292472,10,5,3,2,2,2,0,1876,45,1,0
17,4,225211,5,5,8,4,3,2,0,0,35,39,0
45,4,320192,2,3,8,6,5,1,0,0,40,39,0
39,7,119421,9,6,1,5,5,1,0,625,35,39,0
21,4,83580,10,5,10,4,1,1,0,0,4,39,0
29,4,133696,13,5,10,2,5,2,8614,0,45,39,1
39,4,141584,14,5,12,2,5,2,0,2444,45,39,1
42,4,529216,9,6,14,3,3,2,0,0,40,39,0
22,4,390817,3,3,3,3,5,2,0,0,40,26,0
21,0,85733,10,5,0,4,5,1,0,0,40,39,0
59,4,155976,9,7,1,2,5,1,0,0,40,39,0
40,4,221172,14,3,4,1,5,2,0,0,65,39,1
45,4,270842,10,1,8,2,5,1,0,0,40,39,0
35,4,82622,9,1,4,2,5,2,0,0,50,39,0
58,4,371064,9,3,5,1,5,2,0,0,20,39,0
45,4,54744,10,3,3,1,5,2,0,1848,40,39,1
29,4,22641,9,3,7,1,1,2,0,0,45,39,0
21,4,218957,7,5,3,4,5,2,0,0,45,39,0
51,4,441637,9,3,13,1,5,2,0,0,40,39,0
34,2,143699,10,3,8,6,5,1,0,0,40,39,0
40,4,183096,13,1,1,2,5,1,0,0,35,39,0
45,4,97176,7,1,1,5,5,1,0,0,16,39,0
38,6,122493,6,3,12,1,5,2,0,1887,40,39,1
22,4,311376,13,5,1,4,5,1,0,0,40,39,0
37,4,78928,5,3,8,1,5,2,3137,0,40,39,0
62,4,123582,6,1,8,5,5,1,0,0,40,39,0
32,1,174215,13,5,4,2,5,1,0,0,60,39,0
36,4,183902,13,3,10,6,5,1,0,0,4,39,1
43,4,247880,9,5,3,2,5,2,0,0,40,39,0
37,4,256636,9,3,14,1,5,2,0,0,40,39,0
33,0,152875,13,3,0,6,2,1,0,0,40,3,0
28,4,22422,9,5,14,5,5,2,0,0,55,39,0
49,0,178215,10,7,0,5,5,1,0,0,28,39,0
47,2,194360,9,3,8,6,5,1,0,0,7,39,1
59,4,247187,9,1,1,2,5,1,0,0,40,39,0
35,4,63921,9,3,7,1,5,2,0,0,40,39,0
35,4,224889,13,3,12,1,5,2,0,0,40,39,0
29,6,178564,13,5,10,3,5,2,0,0,40,39,0
57,4,47619,12,1,10,2,3,1,0,0,40,39,0
41,4,92775,13,3,4,1,5,2,0,0,60,39,1
37,4,50837,14,3,10,1,5,2,0,0,45,39,1
20,2,235894,10,5,5,4,5,2,0,0,40,39,0
44,4,244974,9,3,12,1,5,2,0,0,60,39,0
20,2,526734,9,5,1,2,5,1,0,0,30,39,0
38,6,243484,13,3,1,6,5,1,0,0,28,39,1
23,4,201664,9,3,1,3,5,2,0,0,40,39,0
24,4,234640,9,4,12,4,5,1,0,0,36,39,0
46,4,268022,13,3,12,1,5,2,0,0,40,39,1
32,2,223267,9,3,14,1,5,2,0,0,40,39,0
21,6,99199,9,3,3,1,5,2,0,0,40,39,0
32,4,137076,10,3,12,1,5,2,0,0,40,39,0
41,4,115411,10,1,12,4,5,2,2174,0,45,39,0
51,4,313146,9,3,7,1,5,2,0,0,40,39,0
69,6,29980,4,5,5,3,5,2,1848,0,10,39,0
39,5,543042,9,3,3,1,5,2,5178,0,50,39,1
43,4,271807,10,1,3,2,5,2,0,0,40,39,0
51,1,97934,13,3,5,1,5,2,5178,0,40,39,1
43,4,191196,9,1,8,2,5,2,0,0,40,39,0
35,6,264627,7,1,4,5,5,1,0,0,84,39,0
32,4,183801,9,1,3,4,5,2,0,0,40,39,0
25,4,209227,13,5,10,4,5,1,0,0,21,39,0
64,4,216208,10,7,12,2,5,1,0,0,40,39,0
28,4,377095,13,3,4,6,5,1,0,0,40,39,0
44,4,317535,2,3,11,3,5,2,0,0,40,26,0
40,4,247880,13,3,13,1,5,2,0,0,40,39,1
21,4,152246,10,5,6,4,2,2,0,0,40,30,0
23,4,428299,9,5,3,2,5,2,0,0,40,39,0
23,4,161708,10,5,8,5,5,1,0,0,20,39,0
19,4,167859,9,5,8,4,3,2,0,0,40,39,0
61,4,85194,10,3,13,1,5,2,0,0,25,39,0
47,5,119471,4,5,3,2,4,2,0,0,40,0,0
39,4,117683,6,3,6,1,5,2,0,0,45,39,0
51,4,139347,9,3,1,6,5,1,7688,0,40,39,1
25,4,427744,6,3,4,1,5,2,0,0,40,39,0
33,4,122116,9,3,12,1,5,2,0,0,45,39,0
34,7,227931,10,1,1,2,5,1,0,0,38,39,0
54,6,226497,10,3,12,1,5,2,0,0,50,39,0
24,4,83783,13,5,13,4,5,1,0,0,40,39,0
28,4,197113,9,5,7,4,4,2,0,0,50,33,0
33,4,204742,10,3,12,1,5,2,0,0,44,39,0
63,0,331527,9,3,0,1,5,2,0,0,14,39,0
31,4,213179,9,3,14,1,5,2,0,0,60,39,1
70,5,188260,9,3,4,1,5,2,0,0,16,39,0
43,4,298161,9,3,7,6,5,1,0,0,40,27,0
36,4,143774,10,3,1,6,5,1,0,0,12,39,1
50,2,139296,7,5,3,5,5,2,0,0,40,39,0
21,4,152389,10,5,8,2,3,1,0,0,30,39,0
31,4,309974,10,6,13,5,3,1,0,0,40,39,0
19,0,37085,10,5,0,4,5,1,0,0,30,39,0
39,4,270059,10,1,1,5,5,1,0,0,35,39,0
29,4,130045,4,3,8,6,5,1,0,0,40,39,0
39,4,188038,10,1,6,2,5,2,0,0,40,39,0
17,4,168203,4,5,5,3,4,2,0,0,40,26,0
46,4,171807,10,1,12,5,5,1,0,0,40,39,0
62,4,186696,9,3,3,1,5,2,0,0,40,39,0
32,4,177531,6,1,8,5,3,1,0,0,23,39,0
28,4,115464,9,5,8,4,3,1,0,0,40,39,0
19,4,501144,10,5,12,3,3,1,0,0,40,39,0
61,2,180079,16,3,4,1,5,2,4064,0,40,39,0
18,4,205894,10,5,12,4,5,2,0,0,25,0,0
39,6,218490,15,3,10,1,5,2,0,2415,50,0,1
24,2,203924,13,3,11,1,5,2,0,0,45,39,0
38,4,91857,10,3,3,1,5,2,0,0,41,39,0
38,4,229700,14,3,10,1,3,2,0,0,40,39,1
17,4,158704,6,5,12,4,5,2,0,0,20,39,0
28,4,190911,9,3,3,1,5,2,0,0,40,39,0
52,4,139176,9,3,12,1,5,2,0,0,8,39,0
61,4,119684,15,3,10,1,5,2,15024,0,20,39,1
69,4,124930,3,3,7,1,5,2,0,2267,40,39,0
19,4,168693,9,5,12,4,5,1,0,0,25,39,0
26,4,250038,10,3,1,1,5,2,0,0,40,39,1
34,5,353927,10,3,4,1,5,2,0,0,40,39,1
70,4,216390,5,3,7,6,5,1,2653,0,40,39,0
21,4,230248,9,5,1,2,5,1,0,0,25,39,0
43,4,117728,9,3,3,1,5,2,0,0,44,39,0
52,4,115851,9,3,3,1,5,2,0,0,40,39,0
59,4,193335,9,3,3,1,5,2,0,0,40,39,1
21,4,203894,11,5,1,4,5,1,0,0,40,39,0
53,6,100109,14,3,4,1,5,2,0,1977,40,39,1
55,7,157639,10,3,11,1,5,2,0,0,40,39,1
46,5,235320,14,1,12,2,5,2,0,0,60,39,1
36,4,127686,9,6,1,5,5,1,0,0,37,39,0
39,4,28572,9,5,6,4,5,2,0,0,48,39,0
78,0,91534,13,3,0,1,5,2,0,0,3,39,0
30,4,184687,9,5,10,4,5,1,0,0,30,39,0
22,4,267945,10,5,12,4,5,1,0,0,16,39,0
43,4,131899,13,3,4,1,5,2,0,0,40,39,1
36,4,192614,9,1,7,2,5,2,0,0,56,39,0
36,4,186808,13,3,3,4,5,2,0,0,40,39,1
50,4,44116,9,1,3,5,5,1,0,0,40,39,0
27,1,46442,13,5,11,2,5,1,0,0,35,39,0
46,1,78022,9,3,1,1,5,2,0,0,40,39,1
24,4,417668,13,5,10,4,5,2,0,0,20,39,0
41,4,223763,9,1,3,2,5,2,0,0,40,39,0
68,4,223851,9,3,1,1,5,2,0,0,24,39,0
38,2,115634,10,3,4,1,5,2,0,0,40,39,0
47,4,114459,9,3,12,1,5,2,0,0,40,39,1
41,4,197093,10,5,8,2,3,2,0,0,20,39,0
31,6,357145,16,5,10,4,5,1,0,0,48,39,0
29,4,59231,10,3,3,1,5,2,0,0,42,39,0
26,4,292303,9,5,6,4,5,1,0,0,40,39,0
51,4,122288,10,7,7,5,5,1,0,0,36,39,0
26,1,52322,13,5,13,2,4,2,0,0,60,39,0
27,2,105830,13,5,10,2,5,1,0,0,60,39,0
36,4,107125,9,3,13,1,5,2,0,0,50,39,0
28,1,281860,13,5,10,2,5,1,0,0,40,39,0
53,4,283320,13,1,13,2,5,1,0,0,40,39,0
40,7,26598,13,1,10,2,5,2,0,0,40,39,0
38,4,220783,9,1,8,2,5,1,0,0,20,39,0
21,0,121694,4,5,0,4,5,2,0,0,40,39,0
53,4,208302,6,3,8,1,5,2,0,0,34,39,0
34,2,172664,9,3,3,1,5,2,0,0,40,39,0
43,4,54611,9,1,14,2,5,2,0,0,60,39,0
64,4,631947,6,3,1,1,5,2,0,0,40,39,0
21,4,394484,10,5,1,4,5,1,0,0,40,39,0
25,0,239120,13,5,0,2,5,2,0,0,13,39,0
38,1,37683,15,5,10,2,2,1,99999,0,57,2,1
47,2,193012,14,1,11,2,3,2,0,0,50,39,1
48,4,143098,16,3,10,1,2,2,0,1902,40,3,1
57,4,84888,9,3,14,1,5,2,0,0,50,39,0
37,4,188503,13,5,1,2,5,1,0,0,35,39,0
37,4,337778,7,1,5,2,5,2,0,0,40,39,0
51,6,94432,9,3,5,1,5,2,0,0,55,39,1
32,4,168906,12,5,1,2,5,1,0,0,40,39,0
49,4,116143,9,3,7,1,5,2,0,0,40,39,0
52,4,128272,9,3,12,1,5,2,0,0,14,39,0
64,1,301383,12,3,4,1,5,2,9386,0,45,39,1
46,4,174995,9,1,1,5,5,1,0,0,45,39,0
24,7,289909,10,3,10,1,5,2,0,0,40,39,0
39,4,154641,13,3,4,1,5,2,0,0,45,39,1
23,4,209034,9,3,7,6,5,1,3942,0,40,39,0
30,4,203488,10,5,3,2,5,2,0,0,44,39,0
34,4,141118,14,1,10,4,5,1,0,0,60,39,1
30,4,169589,10,3,1,1,5,2,0,0,40,39,0
25,4,137645,13,5,12,2,3,1,0,0,40,39,0
58,2,489085,13,3,10,1,3,2,0,0,40,39,0
32,4,36302,10,3,1,1,5,2,0,0,50,39,0
37,4,253420,9,6,8,5,3,1,0,0,25,39,0
35,4,269300,9,6,8,2,3,1,0,0,40,39,0
18,4,282609,3,5,6,3,5,2,0,0,30,16,0
46,4,346978,13,1,10,5,5,1,0,0,40,39,0
71,4,182395,13,5,3,2,5,2,11678,0,45,39,1
44,4,205051,6,1,1,5,5,1,0,0,40,39,0
45,4,128736,6,1,12,2,5,1,0,0,40,39,0
40,4,236110,8,3,10,1,5,2,0,0,40,5,1
38,4,312271,13,3,10,1,5,2,0,0,50,39,1
52,4,126978,9,3,7,6,2,1,0,0,40,3,0
47,4,204692,9,3,3,1,5,2,0,0,40,39,0
49,4,195956,13,1,13,5,5,1,0,0,35,39,0
59,7,202682,9,3,12,1,5,2,0,0,40,39,0
22,4,231912,11,5,1,4,5,1,0,0,37,39,0
44,2,24982,10,3,4,1,5,2,0,0,40,39,1
76,4,278938,13,7,10,2,5,1,0,0,20,39,0
50,2,36489,6,5,8,2,5,2,0,0,40,39,0
33,2,154874,10,3,11,1,5,2,0,0,40,39,0
43,4,74581,9,3,3,1,5,2,0,0,48,39,1
27,4,311446,9,3,1,6,5,1,5178,0,40,39,1
37,5,162164,9,3,3,1,5,2,0,0,40,39,0
40,4,239708,7,3,14,1,5,2,0,0,55,39,0
49,6,162856,10,1,4,2,1,1,0,0,40,39,0
48,5,85109,10,5,3,2,5,2,0,0,45,39,0
49,4,169042,9,6,10,5,5,1,0,625,40,33,0
22,4,436798,10,3,13,1,5,2,0,0,40,39,0
42,4,345363,9,1,4,2,5,1,0,0,40,9,0
36,4,49837,10,1,10,2,5,1,0,0,40,39,0
57,0,296516,10,3,0,1,5,2,0,0,50,39,0
30,7,180283,9,5,8,2,3,1,0,0,40,39,0
40,2,95639,9,5,3,3,1,2,0,0,40,39,0
42,4,33155,9,3,7,1,5,2,0,0,45,39,0
56,4,329059,9,3,7,1,5,2,0,0,40,22,1
55,4,24694,10,1,10,2,5,1,0,0,40,39,0
25,4,443855,9,3,8,1,5,2,0,0,40,26,0
52,0,294691,9,3,0,1,5,2,0,0,40,39,0
33,4,301867,10,5,1,5,2,1,0,0,35,39,0
55,4,226875,9,3,12,1,5,2,4064,0,40,39,0
47,4,362835,13,3,12,1,5,2,0,0,60,39,1
23,4,180339,12,5,12,4,5,1,0,0,65,39,0
55,5,207489,13,1,12,2,5,1,0,0,50,11,0
43,4,336643,9,5,4,2,5,1,0,0,50,39,0
31,4,143653,11,3,12,1,5,2,0,0,50,39,0
62,7,101475,12,7,10,2,5,1,0,0,40,39,0
42,2,263871,9,3,1,1,5,2,0,0,8,39,0
38,6,77820,9,3,3,1,5,2,0,0,40,39,1
29,4,95465,9,5,13,2,5,2,0,0,42,39,0
26,4,257910,10,5,8,2,5,2,0,0,60,39,0
26,4,244372,9,3,1,6,5,1,0,0,52,39,1
37,6,126738,9,3,5,1,5,2,0,0,72,39,0
79,5,97082,8,7,12,2,5,2,18481,0,45,39,1
61,4,133164,4,5,8,2,5,2,0,0,48,39,0
28,6,104617,4,5,8,3,5,1,0,0,99,26,0
60,5,105339,13,3,4,1,5,2,7298,0,60,39,1
51,5,258735,9,1,11,2,5,2,0,0,81,39,0
34,4,182926,9,3,3,1,5,2,0,0,43,39,1
35,4,166193,9,1,7,4,5,2,0,0,40,39,0
27,2,206125,6,3,3,1,5,2,0,0,60,39,0
44,4,346594,9,1,8,5,5,1,0,0,40,39,0
25,4,108301,9,6,8,5,5,1,0,0,20,39,0
32,4,73498,4,1,8,5,5,1,0,0,40,39,0
36,4,129150,10,3,10,1,5,2,0,0,20,39,1
27,4,181280,14,5,6,5,5,2,0,0,30,39,0
40,4,146908,16,3,10,1,5,2,0,0,60,39,1
43,4,183765,10,1,13,2,5,2,0,0,40,0,1
25,4,164488,13,5,13,2,5,2,0,0,40,39,0
41,4,307468,9,3,14,1,5,2,0,0,50,39,0
30,4,93884,13,3,10,1,5,2,0,0,45,39,1
26,4,279833,13,5,4,2,5,2,0,2258,45,39,1
52,4,137658,7,3,7,1,4,2,0,0,40,6,0
32,4,101562,13,5,10,2,5,1,0,0,45,39,0
33,4,136331,9,3,6,1,5,2,0,0,40,39,0
35,4,259846,9,3,3,1,5,2,0,0,55,39,0
48,4,98719,9,7,8,2,5,1,0,0,44,39,0
62,6,168682,4,3,12,1,5,2,0,0,5,39,0
40,6,198953,12,5,10,4,3,1,0,0,2,39,0
41,0,29115,10,7,0,2,5,1,0,0,20,39,0
28,4,173673,3,5,8,2,5,1,0,0,40,26,0
23,4,67958,10,5,8,2,5,1,0,0,30,39,0
50,1,98980,13,3,4,1,5,2,7298,0,40,39,1
51,7,94174,10,1,1,5,5,1,0,0,35,39,0
63,6,122442,10,3,8,1,5,2,0,0,48,39,0
63,1,154675,9,7,4,2,5,1,0,0,40,39,0
40,4,116632,9,1,12,2,5,2,0,0,60,39,1
20,0,238685,7,1,0,2,5,1,0,0,40,39,0
61,0,139391,10,3,0,1,5,2,99999,0,30,39,1
40,4,169031,9,5,5,2,5,2,0,0,40,39,0
41,4,237452,13,3,10,6,5,1,0,0,15,5,1
41,4,216968,13,5,6,2,3,2,0,0,40,0,0
27,0,216479,13,3,0,6,5,1,0,0,24,39,1
20,7,126822,10,5,10,4,5,1,0,0,15,39,0
28,4,51461,13,3,1,1,5,2,0,1887,40,39,1
35,4,54953,9,3,3,1,5,2,0,0,40,39,0
31,4,222654,13,3,4,1,5,2,0,0,40,39,0
34,4,37676,13,3,12,1,5,2,0,0,50,39,1
57,4,159319,14,3,4,1,5,2,0,0,50,39,1
28,4,125321,9,5,7,2,5,1,0,0,40,39,0
38,4,209609,10,3,13,1,5,2,0,0,40,39,1
37,4,224947,11,5,8,2,5,2,0,0,40,39,0
43,7,438427,10,1,1,2,3,1,0,0,40,39,0
26,6,384276,9,3,4,1,5,2,0,0,40,39,0
26,4,196805,10,3,14,1,3,2,0,0,65,39,0
27,4,242097,11,3,14,1,5,2,0,0,50,39,0
33,4,184306,13,3,10,1,5,2,0,0,45,39,0
45,4,161954,13,5,10,2,5,1,0,0,40,11,0
65,4,258561,13,3,8,1,5,2,0,0,20,39,0
57,6,95280,10,3,12,1,5,2,99999,0,45,39,1
59,4,212783,9,1,8,2,5,1,0,0,38,39,0
18,4,205004,10,5,8,4,5,2,0,0,26,39,0
44,2,387844,8,3,6,1,5,2,0,0,40,39,0
37,4,83880,10,5,3,2,5,2,0,0,40,39,0
27,4,161155,9,3,8,1,5,2,0,0,40,39,0
43,2,265698,13,3,10,6,5,1,0,0,45,39,1
59,5,146477,15,3,10,1,5,2,0,0,40,39,1
19,4,97261,9,5,5,2,5,2,0,0,40,39,0
36,7,437890,9,5,4,5,3,2,0,0,90,39,0
68,6,133736,10,3,12,1,5,2,20051,0,40,39,1
63,4,169983,7,7,12,2,5,1,2176,0,30,39,0
37,4,126675,10,3,4,1,5,2,0,0,57,39,0
46,2,175754,14,1,10,2,5,1,0,1876,60,39,0
31,4,121768,12,1,1,5,5,1,0,0,35,31,0
23,4,180052,9,5,8,4,5,2,0,0,40,39,0
22,4,124454,10,5,12,2,5,2,0,0,30,39,0
49,4,190115,9,3,12,1,5,2,0,1672,44,39,0
36,4,222584,9,1,1,5,3,1,0,0,40,39,0
38,4,22245,10,1,4,2,5,2,0,0,50,39,0
46,2,114160,14,3,4,1,5,2,0,1902,45,39,1
24,4,228960,12,5,1,4,5,1,0,0,40,39,0
26,4,132572,13,5,1,4,3,1,0,0,40,39,0
47,4,103020,4,3,7,6,4,1,0,0,40,33,0
40,4,187802,10,3,6,1,5,2,0,1887,40,39,1
31,2,50649,14,5,10,2,5,1,0,0,50,39,0
42,4,137698,3,4,5,2,5,2,0,0,35,26,0
48,5,30575,11,3,3,1,5,2,0,0,70,39,1
56,4,202220,10,6,13,5,3,1,0,0,38,39,0
50,4,50178,9,3,13,1,5,2,0,0,40,39,1
17,4,207791,6,5,6,4,5,2,0,0,20,39,0
21,4,540712,9,5,8,3,3,2,0,1719,25,39,0
50,4,321770,9,1,1,2,5,1,0,0,40,39,0
49,4,202053,9,1,12,2,5,1,0,0,32,39,0
34,4,143699,9,3,12,6,5,1,0,0,15,39,0
32,6,115066,9,3,12,1,5,2,0,0,60,39,1
28,4,223751,10,3,1,1,5,2,0,0,40,39,1
62,5,354075,13,3,4,1,5,2,0,0,50,39,1
23,4,32732,13,5,10,2,5,2,0,0,15,39,0
24,7,390867,14,5,10,2,3,1,0,0,40,39,0
31,4,101697,11,3,10,6,5,1,0,0,40,39,0
36,4,279721,9,3,14,1,5,2,0,0,40,39,0
58,4,223400,12,3,9,3,5,1,0,0,35,31,0
46,0,206357,3,3,0,6,5,1,0,0,40,26,0
39,4,76417,14,3,10,1,5,2,0,0,40,39,1
48,0,184682,9,5,0,4,5,1,0,0,18,39,0
21,4,78170,9,5,3,2,5,2,0,0,42,39,0
39,4,201410,9,3,6,1,5,2,0,0,40,39,0
21,4,189013,10,5,12,4,5,1,0,0,35,39,0
33,4,119913,11,3,10,1,5,2,0,0,40,39,1
37,4,549174,9,3,3,1,5,2,0,0,50,39,1
29,2,214706,9,5,8,5,5,1,0,0,40,39,0
30,0,33811,13,3,0,6,4,1,0,0,40,36,1
43,4,234220,9,1,7,4,5,1,0,0,40,5,0
22,4,237720,9,5,3,4,5,2,0,0,40,39,0
25,4,185942,14,5,10,4,5,1,0,0,40,39,1
69,2,286983,10,3,8,1,5,2,0,0,40,39,0
17,4,140027,7,5,8,4,5,1,0,0,25,39,0
18,0,115258,7,5,0,4,5,2,0,0,12,39,0
54,4,155408,9,7,6,5,5,1,0,0,40,39,0
65,0,117963,9,3,0,1,5,2,0,0,45,39,0
28,4,158737,8,3,7,3,4,2,0,0,40,7,0
27,2,199471,11,5,13,4,5,1,0,0,38,39,0
35,4,287701,12,1,3,5,5,2,0,0,45,39,1
38,4,137707,11,3,13,6,5,1,0,0,40,39,1
33,7,108116,9,3,13,1,5,2,0,0,40,39,0
26,4,366900,9,5,3,4,5,2,0,0,40,39,0
56,5,187355,10,3,12,6,5,1,0,0,60,2,1
38,4,33105,13,3,10,1,1,2,0,0,70,39,1
51,6,268639,10,3,10,6,5,1,0,2057,60,2,0
26,4,358975,10,5,9,2,5,1,0,0,50,18,0
33,4,199227,13,3,4,1,5,2,0,0,55,39,1
44,4,248249,4,3,6,1,5,2,0,0,50,39,0
36,4,460437,5,1,12,2,5,1,0,0,40,39,0
42,4,187294,10,1,3,5,5,2,0,0,40,39,0
44,4,115932,12,3,10,1,5,2,0,0,40,39,0
44,4,181762,13,3,14,1,5,2,15024,0,55,39,1
21,4,27049,10,5,12,4,5,1,0,0,20,39,0
41,4,806552,10,3,12,1,5,2,0,0,50,39,1
41,4,150755,16,3,4,1,5,2,15024,0,50,2,1
62,4,69867,11,3,10,1,5,2,7298,0,50,39,1
27,4,160786,7,6,3,2,5,2,0,0,45,11,0
38,4,219546,13,3,10,1,5,2,0,0,40,39,1
60,4,24872,10,6,14,2,1,1,0,0,30,39,0
24,4,110371,8,5,7,5,5,2,0,0,40,26,0
24,0,376474,9,3,0,1,5,2,0,0,40,39,0
22,4,304602,9,5,6,4,5,2,0,0,40,39,0
32,0,143699,10,5,0,5,5,1,0,0,40,39,0
22,4,238917,2,5,7,2,5,2,0,0,24,26,0
51,4,200618,13,3,10,1,5,2,0,0,40,39,0
31,4,183043,14,3,4,1,5,2,0,1977,48,39,1
42,2,209752,15,3,4,1,5,2,0,0,55,39,1
48,0,175653,12,1,0,2,5,1,14084,0,40,39,1
49,4,196707,9,3,7,1,5,2,7298,0,43,39,1
37,2,98725,13,5,13,4,5,1,0,0,42,39,0
37,6,180150,15,3,10,1,5,2,0,0,45,39,1
66,4,151227,13,3,8,1,5,2,0,0,40,39,1
18,0,118847,9,5,0,4,5,1,0,0,24,39,0
46,4,282538,11,6,7,2,3,1,0,0,40,39,0
52,4,89534,9,3,3,1,5,2,0,0,40,39,1
23,4,291011,9,5,3,2,5,2,0,0,40,39,0
67,4,166187,9,7,4,5,5,2,0,0,38,39,1
19,4,188669,10,5,12,4,5,1,0,0,25,39,0
37,4,178948,13,5,10,2,5,1,0,0,45,39,0
42,5,188738,9,3,4,1,5,2,0,1977,60,22,1
39,6,160808,10,3,8,1,3,2,0,0,40,39,0
54,4,93605,9,3,12,1,5,2,0,1848,40,39,1
46,4,318331,9,3,7,1,5,2,0,0,40,39,0
47,0,109921,9,6,0,5,3,1,0,0,32,39,0
33,4,87605,9,5,8,5,3,1,0,0,40,39,0
69,6,89477,10,7,5,2,5,1,0,0,14,39,0
21,4,48301,10,5,6,4,5,2,0,0,40,39,0
27,4,220748,9,5,6,3,3,2,0,0,48,39,0
39,4,387068,9,3,4,1,5,2,0,0,40,39,1
23,4,250743,10,1,1,2,3,2,0,0,40,39,0
26,4,78258,11,1,10,5,5,1,0,0,36,39,0
42,4,31387,16,4,10,5,1,1,0,0,40,39,0
36,4,289190,9,1,3,5,5,2,0,0,40,39,0
24,4,604537,9,5,14,5,5,2,0,0,40,26,0
35,4,328466,5,3,8,1,5,2,0,0,40,26,0
42,4,403187,9,1,6,5,3,1,0,0,40,39,0
37,4,219546,11,3,3,1,5,2,4386,0,44,39,1
41,4,220531,16,3,10,1,5,2,0,0,50,39,1
27,4,204648,11,5,7,5,3,1,0,0,40,39,0
42,6,201908,15,3,10,1,5,2,99999,0,50,39,1
44,0,109912,13,3,0,6,5,1,0,0,16,39,1
18,4,365683,9,5,1,4,5,1,0,0,16,39,0
41,4,175674,13,3,13,1,5,2,0,0,40,39,1
31,4,203488,9,3,6,1,5,2,0,0,40,39,0
26,4,106406,10,3,3,1,5,2,0,0,40,39,0
67,4,172756,2,7,7,2,5,1,2062,0,34,7,0
37,4,125167,10,3,4,1,5,2,0,0,60,39,1
51,4,249339,9,3,3,1,5,2,0,0,40,39,0
26,4,94652,10,5,3,4,1,2,0,0,40,39,0
40,4,195394,12,3,10,1,5,2,7688,0,40,39,1
25,4,130302,9,5,6,5,5,2,0,0,40,39,0
38,4,66686,11,3,7,1,5,2,0,0,40,39,1
43,4,336042,9,6,14,2,5,2,0,0,40,39,0
23,4,193586,10,6,5,3,5,1,0,0,40,39,0
44,4,325461,13,3,4,1,5,2,0,1902,50,39,1
60,2,313852,14,1,10,2,5,1,0,0,25,39,0
38,2,30509,14,5,10,2,5,1,0,1669,55,39,0
21,2,32639,10,5,10,2,5,2,0,0,20,39,0
18,4,234953,10,5,1,4,5,1,0,0,25,39,0
49,4,120629,13,1,4,2,3,1,27828,0,60,39,1
43,4,350379,3,1,9,5,5,1,0,0,40,26,0
26,0,176967,7,5,0,2,5,1,0,0,65,39,0
36,4,36423,9,3,14,1,5,2,0,0,25,39,1
31,4,123397,9,3,14,6,5,1,5178,0,35,39,1
38,4,130813,9,1,7,3,5,1,0,0,40,39,0
43,6,35236,10,3,5,1,5,2,0,0,84,39,0
58,4,33350,9,1,8,5,5,1,0,0,35,39,0
55,4,177380,9,1,1,2,5,1,0,0,29,39,0
39,4,216129,12,1,4,5,3,1,0,0,35,23,0
38,4,335104,13,1,10,2,5,1,0,0,35,39,0
54,6,199741,9,7,3,2,5,2,0,2001,35,39,0
57,5,165881,15,3,10,1,5,2,0,0,40,39,0
35,2,387777,12,3,11,1,5,2,0,0,52,39,0
44,6,149943,15,3,10,1,2,2,0,0,60,36,1
36,4,188834,9,3,3,1,5,2,0,0,40,39,0
58,4,290661,9,3,3,1,5,2,0,0,40,39,0
39,4,155603,10,5,8,4,3,1,0,2205,40,39,0
25,4,114838,15,5,10,2,5,1,0,0,8,22,0
54,2,168553,13,3,4,1,5,2,0,0,40,39,0
23,4,103064,13,5,13,2,5,1,0,0,40,39,0
37,4,123833,10,5,12,2,5,2,0,0,60,39,0
60,1,55621,12,3,8,1,3,2,0,0,40,39,0
66,2,189834,4,7,8,2,5,1,0,0,20,39,0
36,4,217926,12,3,7,1,3,2,0,0,50,39,0
29,6,341672,9,4,14,3,2,2,0,1564,50,19,1
29,4,163003,13,5,1,4,2,1,2202,0,40,36,0
25,4,194352,13,1,10,2,5,1,0,0,44,39,0
62,0,54878,9,7,0,2,5,1,0,0,25,39,0
23,4,393248,10,5,1,4,5,2,0,0,40,39,0
38,4,279315,9,5,8,4,3,2,0,0,40,39,0
33,4,392812,10,3,6,1,5,2,0,0,50,39,1
